year,name,height_in,weight_lbs,40,bench,vertical,broad_jump,shuttle,3_cone
2018,Tavares Martin,72.63,177,4.8,11,31.5,111,4.52,7.09
2018,Ray-Ray Mccloud,69.5,190,4.53,13,34.5,113,4.32,6.89
2018,Anthony Miller,71.13,201,4.5,22,39.0,125,4.26,6.65
2018,Steven Mitchell,70.25,189,4.56,13,32.5,121,4.4,6.75
2018,D.J. Moore,72.0,210,4.42,15,39.5,132,4.07,6.95
2018,JMon Moore,74.63,207,4.6,21,38.0,120,4.04,6.56
2018,Charles Nelson,68.13,176,4.57,16,31.5,114,4.35,7.06
2018,Dante Pettis,72.5,186,4.54,12,34.5,119,4.23,6.99
2018,Cam Phillips,72.13,201,4.79,12,29.5,113,4.45,7.19
2018,Demornay Pierson-El,68.63,194,4.57,14,37.5,120,4.28,6.98
2018,Brandon Powell,68.0,181,4.59,12,32.0,115,4.15,6.88
2018,Byron Pringle,73.13,203,4.46,15,33.5,120,4.4,6.87
2018,Austin Proehl,69.13,182,4.54,11,34.0,113,4.07,6.75
2018,Trey Quinn,71.38,203,4.55,17,33.5,116,4.19,6.91
2018,Damion Ratley,73.75,196,4.39,12,38.0,124,4.23,6.92
2018,Calvin Ridley,72.5,189,4.43,15,31.0,110,4.41,6.88
2018,Korey Robertson,72.63,212,4.56,13,34.0,123,4.4,7.55
2018,Terryon Robinson,69.63,194,4.65,13,33.0,112,4.64,7.7
2018,Shaq Roland,72.63,184,4.62,12,30.0,112,4.44,6.9
2018,Devin Ross,69.38,192,4.52,16,35.0,123,4.23,6.94
2018,Jaleel Scott,76.75,218,4.56,16,34.5,124,4.4,7.2
2018,Trent Sherfield,72.25,203,4.45,19,32.5,125,4.2,6.9
2018,Cam Sims,75.63,212,4.59,16,34.0,123,4.49,7.57
2018,Jordan Smallwood,74.0,219,4.53,21,39.0,130,4.26,6.95
2018,Thadd Smith,68.38,167,4.51,10,34.0,120,4.43,7.0
2018,TreQuan Smith,73.75,203,4.49,12,37.5,130,4.5,6.97
2018,Kevin Spears,73.75,202,4.69,4,35.0,113,4.35,7.11
2018,Equanimeous St. Brown,76.75,214,4.48,20,34.5,121,4.28,7.05
2018,Courtland Sutton,75.38,218,4.54,18,35.5,124,4.11,6.57
2018,Auden Tate,76.88,228,4.68,17,31.0,112,4.58,7.37
2018,Marquez Valdes-Scantling,76.0,206,4.37,15,30.5,124,4.17,6.85
2018,James Washington,71.0,213,4.54,14,34.5,120,4.32,7.11
2018,Justin Watson,74.38,215,4.44,20,40.0,124,4.26,7.08
2018,Jester Weah,74.25,211,4.43,15,38.0,129,4.41,7.24
2018,KaRaun White,73.0,206,4.52,24,33.5,118,4.57,7.16
2018,Jake Wieneke,76.0,221,4.67,9,34.0,114,4.37,7.24
2018,Taj Williams,74.88,199,4.5,13,34.0,124,4.44,7.05
2018,Cedrick Wilson,74.25,197,4.55,9,37.0,121,4.23,6.89
2018,Javon Wims,74.88,215,4.53,16,33.5,113,4.53,7.0
2017,Ishmael Adams,67.88,186,4.5,15,27.0,111,4.25,7.03
2017,Rodney Adams,73.25,189,4.44,8,29.5,125,4.28,6.98
2017,Quincy Adeboyejo,74.75,197,4.42,8,34.5,123,4.14,6.73
2017,Tommy Armstrong,72.38,216,4.57,16,37.5,123,4.11,6.76
2017,Josh Atkinson,72.25,200,4.74,12,33.0,115,4.39,7.03
2017,Victor Bolden,68.13,178,4.54,9,32.0,117,4.22,6.83
2017,Kendrick Bourne,73.25,203,4.68,9,34.0,125,4.21,6.73
2017,Billy Brown,75.38,254,4.7,23,29.0,118,4.14,6.9
2017,Noah Brown,74.0,222,4.56,19,35.0,121,4.33,7.07
2017,KD Cannon,71.13,182,4.41,13,37.0,119,4.2,7.1
2017,Jehu Chesson,74.75,204,4.47,10,35.5,132,4.09,6.7
2017,Stacy Coley,72.13,195,4.45,10,34.0,122,4.39,7.19
2017,Amara Darboh,73.75,214,4.45,17,36.0,124,4.26,6.81
2017,Corey Davis,74.75,209,4.54,14,35.0,121,4.28,7.02
2017,Marcus Davis,69.0,179,4.53,11,31.5,114,4.46,7.49
2017,Reggie Davis,71.63,158,4.36,4,32.0,115,4.12,6.94
2017,Reginald Davis,71.75,182,4.44,9,35.0,124,4.3,6.76
2017,Robert Davis,74.75,219,4.44,19,41.0,136,4.28,6.82
2017,Malachi Dupre,74.13,196,4.52,11,39.5,135,4.26,7.19
2017,Travin Dural,73.0,202,4.57,14,30.5,116,4.55,7.29
2017,Amba Etta-Tawo,73.25,208,4.49,14,31.0,126,4.32,6.95
2017,Isaiah Ford,73.25,194,4.61,14,35.5,127,4.34,6.94
2017,Ahmad Fulwood,76.13,202,4.51,14,34.5,124,4.38,7.29
2017,Shelton Gibson,71.13,191,4.5,8,32.0,118,4.2,6.83
2017,Chris Godwin,73.0,209,4.42,19,36.0,125,4.0,7.01
2017,Kenny Golladay,75.75,218,4.5,18,35.5,120,4.15,7.0
2017,Deante Gray,67.88,184,4.43,12,32.5,115,4.28,7.01
2017,Trey Griffey,74.13,209,4.59,17,32.5,118,4.5,7.32
2017,Chad Hansen,73.75,202,4.53,11,35.0,119,4.13,6.74
2017,Justin Hardee,72.63,197,4.36,17,34.5,129,4.26,7.28
2017,Keon Hatcher,73.25,212,4.64,16,35.5,121,4.28,7.05
2017,Carlos Henderson,70.75,199,4.46,13,36.0,131,4.35,7.18
2017,Krishawn Hogan,74.63,222,4.56,13,36.5,124,4.21,6.74
2017,Mack Hollins,75.75,221,4.53,17,35.0,121,4.26,7.04
2017,Brandon Holloway,67.0,160,4.34,5,38.5,122,4.09,6.87
2017,Bug Howard,75.63,221,4.58,15,37.5,119,4.14,6.95
2017,Zay Jones,73.88,201,4.45,15,36.5,133,4.01,6.79
2017,Cooper Kupp,73.75,204,4.62,14,31.0,116,4.08,6.75
2017,Jerome Lane,74.13,226,4.6,16,35.0,125,4.12,6.87
2017,Keevan Lucas,69.13,192,4.55,11,32.5,119,4.43,7.23
2017,Josh Malone,74.63,208,4.4,10,30.5,121,4.19,7.05
2017,Gabe Marks,70.75,189,4.56,11,29.5,117,4.2,7.01
2017,Isaiah McKenzie,67.25,173,4.42,11,36.0,123,4.15,6.64
2017,Alonzo Moore,72.88,199,4.47,13,32.0,119,4.17,6.79
2017,David Moore,72.63,219,4.43,26,36.5,124,4.38,6.98
2017,Drew Morgan,71.75,190,4.74,10,30.0,112,4.12,6.85
2017,Speedy Noil,71.13,199,4.45,18,43.5,133,4.24,7.0
2017,Francis Owusu,74.5,221,4.37,12,39.0,127,4.13,7.07
2017,Zach Pascal,73.75,219,4.55,14,36.0,126,4.29,7.11
2017,James Quick,72.25,186,4.6,11,31.0,115,4.39,7.0
2017,Michael Rector,72.13,193,4.42,13,36.5,129,4.19,6.77
2017,Josh Reynolds,74.75,194,4.52,13,37.0,124,4.13,6.83
2017,Jalen Robinette,74.75,220,4.62,13,31.5,120,4.46,6.77
2017,Darreus Rogers,72.63,216,4.9,8,26.5,112,4.54,7.22
2017,Fred Ross,72.63,213,4.51,10,35.0,113,4.28,6.99
2017,John Ross,70.75,188,4.22,12,37.0,133,4.33,6.99
2017,Travis Rudolph,72.25,189,4.65,12,31.5,114,4.46,6.93
2017,Curtis Samuel,71.0,196,4.31,18,37.0,119,4.33,7.09
2017,Kendall Sanders,70.88,196,4.56,15,39.0,128,4.62,7.55
2017,Artavis Scott,70.25,193,4.61,13,31.0,116,4.49,7.19
2017,Ricky Seals-Jones,76.63,243,4.69,17,28.0,121,4.33,7.46
2017,R.J. Shelton,70.25,200,4.64,17,32.0,109,4.23,6.91
2017,Corey Smith,72.25,183,4.71,12,35.0,117,4.23,7.28
2017,JuJu Smith-Schuster,73.25,215,4.54,15,32.5,120,5.01,6.93
2017,Dwayne Stanford,75.25,213,4.55,17,35.5,121,4.28,7.05
2017,Jamari Staples,75.0,195,4.51,13,36.0,130,4.14,7.0
2017,Tony Stevens,76.0,212,4.49,12,34.5,126,4.34,7.15
2017,ArDarius Stewart,71.25,204,4.49,14,34.0,124,4.21,7.02
2017,Manny Stocker,73.38,210,4.51,14,33.0,127,4.38,7.24
2017,Damoreea Stringfellow,73.88,218,4.62,17,36.0,130,4.54,7.25
2017,Ryan Switzer,68.5,181,4.51,11,32.0,116,4.0,6.77
2017,Taywan Taylor,71.0,203,4.5,13,33.5,132,4.21,6.57
2017,Trent Taylor,67.63,181,4.63,13,33.0,117,4.01,6.74
2017,Noel Thomas,72.13,205,4.63,9,32.5,118,4.27,7.02
2017,Chris Thompson,71.13,171,4.48,6,34.5,121,4.25,7.0
2017,Ryan Timmons,70.0,201,4.47,15,32.0,111,4.37,7.13
2017,Greg Ward,70.5,182,4.59,10,34.5,115,4.31,6.9
2017,Dede Westbrook,71.63,178,4.39,8,34.5,120,4.34,7.2
2017,Jordan Westerkamp,71.25,194,4.54,13,35.0,120,4.24,7.0
2017,Robert Wheelwright,73.88,205,4.6,15,38.0,128,4.14,6.68
2017,Kermit Whitfield,67.75,185,4.44,8,32.5,120,4.37,7.17
2017,Chad Williams,72.5,207,4.43,21,35.5,123,4.21,7.06
2017,Jalen Williams,74.38,209,4.55,14,40.5,119,4.27,7.02
2017,Mike Williams,75.75,218,4.54,15,32.5,121,4.28,7.05
2017,Dontre Wilson,70.13,183,4.58,12,33.0,112,4.1,6.96
2017,Jesus Wilson,69.13,189,4.57,10,34.5,119,4.57,6.99
2017,DeAngelo Yancey,73.63,220,4.53,21,35.5,121,4.27,6.84
2017,Ishmael Zamora,75.5,224,4.53,13,34.0,120,4.31,7.16
2016,Bralon Addison,69.25,197,4.66,13,34.5,116,4.14,6.95
2016,Geronimo Allison,75.25,196,4.67,13,33.0,127,4.28,7.4
2016,Robby Anderson,74.88,187,4.36,8,36.5,128,4.27,7.07
2016,Demarcus Ayers,69.38,182,4.72,12,33.0,123,4.35,7.3
2016,Moritz Boehringer,76.5,227,4.49,17,39.0,131,4.09,6.64
2016,Tyler Boyd,73.5,197,4.58,11,34.0,119,4.35,6.9
2016,Daniel Braverman,69.88,175,4.53,10,28.5,112,4.16,6.88
2016,Chris Brown,74.0,194,4.5,14,33.5,130,4.41,7.37
2016,Aaron Burbridge,72.0,206,4.56,20,30.5,115,4.31,7.22
2016,Devon Cajuste,75.75,234,4.62,12,36.0,123,4.2,6.49
2016,Leonte Carroo,71.88,211,4.5,14,35.5,120,4.28,7.05
2016,Corey Coleman,70.63,194,4.4,17,40.5,129,4.24,7.0
2016,Pharoh Cooper,71.13,203,4.65,15,31.0,115,4.26,7.15
2016,Cody Core,74.63,205,4.47,14,31.5,119,4.34,6.78
2016,Quinshad Davis,75.38,218,4.69,17,31.5,113,4.35,7.07
2016,Trevor Davis,73.13,188,4.42,11,38.5,124,4.22,6.6
2016,Josh Doctson,74.0,202,4.5,14,41.0,131,4.08,6.84
2016,D.J. Foster,70.25,193,4.57,14,35.5,117,4.07,6.75
2016,Devin Fuller,72.0,194,4.39,13,36.0,124,4.07,7.03
2016,Will Fuller,72.13,186,4.32,10,33.5,126,4.27,6.93
2016,Keyarris Garrett,75.38,220,4.53,14,36.5,128,4.33,7.3
2016,Jakeem Grant,65.88,165,4.37,15,36.5,117,4.03,7.03
2016,Rashard Higgins,73.38,196,4.64,13,32.0,116,4.52,7.19
2016,Tyreek Hill,68.13,185,4.29,13,40.5,129,4.06,6.53
2016,Johnny Holton,72.63,190,4.54,8,31.5,123,4.2,6.9
2016,Daje Johnson,68.38,184,4.48,18,38.0,122,4.23,6.99
2016,Marcus Johnson,72.88,204,4.39,22,37.0,135,4.39,7.26
2016,Cayleb Jones,74.63,209,4.65,9,33.5,112,4.14,6.99
2016,Malachi Jones,73.75,211,4.53,14,37.5,125,4.3,6.9
2016,Kenny Lawler,74.5,203,4.64,14,31.0,111,4.2,7.13
2016,Roger Lewis,72.38,201,4.57,8,33.5,116,4.45,7.58
2016,Kolby Listenbee,72.0,197,4.39,15,35.5,129,4.24,7.0
2016,Ricardo Louis,73.75,215,4.43,18,38.0,132,4.32,7.07
2016,Devin Lucien,72.5,201,4.49,13,34.5,117,4.3,6.93
2016,Byron Marshall,69.38,201,4.56,17,29.5,111,4.19,6.99
2016,Jalin Marshall,70.5,200,4.6,16,37.5,125,4.13,6.8
2016,Mitch Mathews,77.63,222,4.49,12,36.0,129,4.25,6.99
2016,KJ Maye,68.13,191,4.61,10,33.0,113,4.35,7.18
2016,Mekale McKay,75.63,207,4.55,12,35.0,123,4.63,7.08
2016,Jaydon Mickens,69.88,174,4.54,13,35.5,121,3.93,6.62
2016,Braxton Miller,73.38,201,4.5,17,35.0,123,4.07,6.65
2016,Malcolm Mitchell,71.63,198,4.45,15,36.0,129,4.34,6.94
2016,Chris Moore,73.0,206,4.53,10,37.0,130,4.2,6.76
2016,Joe Morrow,75.63,211,4.55,16,35.5,121,4.28,7.05
2016,Durron Neal,71.0,194,4.54,13,32.5,121,4.46,7.22
2016,Dennis Norfleet,66.25,159,4.64,5,30.5,115,4.32,6.77
2016,Marquez North,74.5,223,4.48,17,35.0,123,4.13,6.9
2016,Jordan Payton,73.13,207,4.47,14,34.5,121,4.33,7.08
2016,Charone Peake,74.38,209,4.45,12,35.5,122,4.46,6.96
2016,Latroy Pittman,70.88,207,4.69,14,29.0,103,4.75,7.28
2016,Darius Powe,74.88,220,4.49,17,34.5,120,4.29,6.94
2016,Demarcus Robinson,73.38,203,4.59,9,34.5,123,4.19,6.77
2016,Devonte Robinson,73.25,188,4.33,12,38.0,128,4.38,7.33
2016,Alonzo Russell,75.63,206,4.54,12,29.5,112,4.33,7.18
2016,Rashawn Scott,72.88,199,4.54,17,32.5,116,4.33,6.88
2016,Canaan Severin,74.13,212,4.55,16,35.5,121,4.28,7.05
2016,Hunter Sharp,71.5,198,4.58,12,32.5,116,4.19,7.12
2016,Tajae Sharpe,74.0,194,4.55,11,33.5,114,4.24,7.0
2016,Sterling Shepard,70.25,194,4.48,20,41.0,123,4.35,7.0
2016,Brandon Shippen,70.63,195,4.55,17,31.5,117,4.2,6.76
2016,Nelson Spruce,73.13,206,4.69,12,35.0,114,4.2,7.09
2016,Michael Thomas,74.75,212,4.57,18,35.0,126,4.13,6.8
2016,Mike Thomas,73.25,193,4.54,16,36.0,126,4.26,7.06
2016,Laquon Treadwell,74.0,221,4.64,12,33.0,117,4.3,7.04
2016,Bryce Treggs,71.38,190,4.39,16,34.0,122,4.19,7.0
2016,Damien Washington,71.88,190,4.47,16,35.0,122,4.31,6.82
2016,Herb Waters,71.75,188,4.51,14,38.5,121,4.1,6.73
2016,Andrew Williams,74.63,191,4.67,13,38.5,126,4.32,7.13
2016,Duke Williams,74.25,229,4.72,14,30.0,121,4.47,7.43
2016,DeRunnya Wilson,76.63,224,4.85,13,28.0,113,4.52,7.21
2015,Nelson Agholor,72.13,198,4.42,12,36.5,125,4.34,6.83
2015,Mario Alford,68.5,180,4.43,13,34.0,121,4.07,6.64
2015,Dres Anderson,73.13,187,4.53,13,34.5,121,4.22,6.83
2015,DeJuan Beard,73.0,195,4.56,13,35.0,120,4.24,7.0
2015,Kenny Bell,73.13,197,4.42,7,41.5,129,4.15,6.66
2015,Michael Bennett,73.63,202,4.59,14,35.0,121,4.27,7.02
2015,Da'Ron Brown,72.13,205,4.54,17,37.0,120,4.11,7.04
2015,Damiere Byrd,69.25,162,4.39,13,42.0,131,4.09,6.59
2015,DeAndre Carter,68.5,186,4.48,17,38.5,126,3.8,6.64
2015,Marquez Clark,70.25,190,4.58,12,34.0,124,4.23,7.07
2015,Kaelin Clay,69.63,195,4.51,10,33.0,113,4.26,6.97
2015,Sammie Coates,73.38,212,4.43,23,41.0,131,4.06,6.98
2015,Chris Conley,73.88,213,4.35,18,45.0,139,4.3,7.06
2015,Kenny Cook,75.38,215,4.56,12,33.0,120,4.37,7.13
2015,Amari Cooper,72.88,211,4.42,16,33.0,120,3.98,6.71
2015,Jamison Crowder,68.38,185,4.56,10,37.0,115,4.32,7.17
2015,DaVaris Daniels,73.5,201,4.62,13,37.0,122,4.35,6.81
2015,Andre Davis,72.88,207,4.55,14,32.0,118,4.33,7.09
2015,Devante Davis,74.88,220,4.57,16,35.5,115,4.12,7.25
2015,Geremy Davis,74.38,216,4.58,23,36.5,124,4.18,6.86
2015,Titus Davis,72.75,196,4.51,13,32.5,119,4.28,7.14
2015,Andre Debose,71.63,190,4.49,12,37.5,123,4.09,6.93
2015,Stefon Diggs,72.0,195,4.46,11,35.0,115,4.32,7.03
2015,Phillip Dorsett,69.75,185,4.33,13,37.0,122,4.11,6.7
2015,Quinton Dunbar,73.63,195,4.44,7,35.0,120,4.16,7.1
2015,Lemar Durant,73.63,231,4.59,27,37.0,117,4.56,7.18
2015,George Farmer,72.75,220,4.38,19,34.5,123,4.27,7.0
2015,Clay Fuller,73.0,210,4.55,14,35.0,121,4.27,7.02
2015,Devin Funchess,76.25,232,4.7,17,38.5,122,4.48,6.98
2015,Devin Gardner,75.5,217,4.62,15,35.5,117,4.42,6.96
2015,Antwan Goodley,70.25,209,4.44,14,35.0,127,4.38,7.19
2015,Christian Green,72.75,196,4.54,16,34.0,122,4.45,7.04
2015,Dorial Green-Beckham,77.13,237,4.49,13,33.5,119,4.45,6.89
2015,Deontay Greenberry,73.0,198,4.64,21,35.5,116,4.31,7.23
2015,Rashad Greene,71.38,182,4.53,12,36.5,122,4.12,6.88
2015,Rannell Hall,72.38,198,4.6,16,41.0,132,4.15,6.86
2015,Justin Hardy,70.25,192,4.56,11,36.5,114,4.21,6.63
2015,Chris Harper,70.75,176,4.53,11,35.0,120,4.36,7.03
2015,Josh Harper,72.88,191,4.64,13,32.0,108,4.36,7.15
2015,R.J. Harris,71.88,191,4.68,18,37.5,127,4.2,7.23
2015,Nick Harwell,71.25,193,4.57,9,34.5,123,4.2,6.73
2015,Austin Hill,74.13,214,4.59,17,36.5,121,4.11,6.72
2015,Vernon Johnson,72.0,188,4.47,18,37.0,127,4.47,7.37
2015,Chris Jones,70.13,182,4.63,8,32.5,119,4.19,6.91
2015,Tebucky Jones,71.0,197,4.53,13,35.0,120,4.24,7.0
2015,Malcome Kennedy,71.25,207,4.57,10,31.5,119,4.26,7.1
2015,Nigel King,74.13,213,4.57,15,39.5,128,4.38,7.05
2015,Jake Kumerow,76.5,209,4.54,15,31.0,113,4.26,6.9
2015,Dez Lewis,75.75,214,4.58,16,33.5,119,4.28,7.11
2015,Jameon Lewis,68.25,184,4.57,11,29.0,110,4.43,7.21
2015,Tony Lippett,74.5,192,4.61,10,36.0,114,4.13,6.92
2015,Tyler Lockett,69.88,182,4.4,12,35.5,121,4.07,6.89
2015,Deon Long,71.63,192,4.51,12,34.0,120,4.27,6.98
2015,Keanon Lowe,68.88,186,4.46,10,35.5,108,4.33,6.94
2015,Donatella Luckett,71.75,211,4.65,17,34.0,118,4.5,7.51
2015,Kevonte Martin-Manley,72.13,205,4.56,14,35.5,124,4.21,6.94
2015,Vince Mayle,74.0,224,4.67,17,35.5,117,4.13,6.93
2015,Tre McBride,72.25,210,4.41,16,38.0,122,4.08,6.96
2015,Justin McCay,74.13,210,4.54,12,33.0,113,4.58,7.33
2015,Matt Miller,74.88,220,4.79,9,34.0,114,4.43,7.12
2015,Matt Milton,77.38,205,4.62,16,36.0,126,4.53,6.92
2015,Ty Montgomery,71.88,221,4.55,16,40.5,121,4.21,6.97
2015,Keith Mumphery,71.63,215,4.54,15,32.5,121,4.25,7.07
2015,J.J. Nelson,70.25,156,4.28,5,36.0,127,4.15,7.02
2015,Levi Norwood,72.5,193,4.52,13,34.5,123,4.19,6.78
2015,DeVante Parker,74.63,209,4.45,17,36.5,125,4.27,7.02
2015,Breshad Perriman,74.0,212,4.52,18,36.5,127,4.28,7.05
2015,Shakim Phillips,73.0,206,4.42,17,39.0,127,4.33,6.97
2015,Kyle Prater,77.13,228,4.58,20,31.0,121,4.24,7.07
2015,Addison Richards,76.38,209,4.67,14,35.0,121,4.27,7.02
2015,Jamal Robinson,75.0,205,4.57,14,35.0,121,4.27,7.02
2015,Ezell Ruffin,71.63,218,4.68,17,27.5,110,4.58,7.35
2015,Dominic Rufran,71.5,188,4.55,18,33.5,121,4.29,7.21
2015,Bud Sasser,74.63,210,4.62,18,34.5,120,4.38,6.88
2015,Ross Scheuerman,71.88,204,4.62,15,33.0,121,4.11,7.08
2015,Dawon Scott,71.0,194,4.54,13,35.0,120,4.24,7.0
2015,Jaxon Shipley,72.13,193,4.54,10,35.5,128,4.37,6.82
2015,Tommy Shuler,67.0,188,4.68,12,34.5,119,4.23,6.99
2015,DeAndre Smelter,74.13,226,4.58,17,35.0,121,4.26,7.04
2015,Devin Smith,72.38,196,4.42,10,39.0,122,4.15,6.83
2015,Evan Spencer,73.38,208,4.54,20,35.0,124,4.29,7.03
2015,Neal Sterling,75.38,238,4.63,16,35.5,116,4.25,7.07
2015,Jaelen Strong,74.38,217,4.44,16,42.0,123,4.21,7.34
2015,Tacoi Sumler,67.63,175,4.42,13,33.0,118,4.4,6.96
2015,Jordan Taylor,76.38,204,4.54,9,36.5,122,4.46,6.69
2015,Darren Waller,78.13,238,4.46,12,37.0,125,4.25,7.07
2015,Jarrod West,73.88,209,4.53,19,35.5,122,4.19,7.06
2015,Brandon White,74.13,205,4.54,14,35.0,121,4.27,7.02
2015,Darius White,75.0,208,4.56,13,37.5,124,4.59,7.12
2015,DeAndrew White,71.5,193,4.44,13,34.5,118,4.18,6.97
2015,Kevin White,74.63,215,4.35,23,36.5,123,4.14,6.92
2015,Jackie Williams,69.63,190,4.59,17,39.5,129,4.34,6.58
2015,Kasen Williams,73.5,219,4.54,17,35.5,119,4.47,7.05
2015,Tyrell Williams,75.5,204,4.43,14,39.5,127,4.17,6.74
2015,Demetrius Wilson,73.38,185,4.49,4,35.0,124,4.34,6.65
2015,Cam Worthy,74.25,211,4.59,12,35.5,121,4.28,7.05
2015,J.J. Worton,73.0,209,4.63,14,35.0,121,4.27,7.02
2015,Shane Wynn,66.0,167,4.38,13,36.0,120,4.25,6.89
2014,Jared Abbrederis,73.0,195,4.5,4,30.5,116,4.08,6.8
2014,Davante Adams,72.88,212,4.56,14,39.5,123,4.3,6.82
2014,Torrence Allen,72.0,183,4.41,15,40.0,129,4.56,7.14
2014,Dri Archer,67.75,173,4.26,20,38.0,122,4.06,6.86
2014,Odell Beckham,71.25,198,4.43,7,38.5,122,3.94,6.69
2014,Kelvin Benjamin,77.0,240,4.61,13,32.5,117,4.39,7.33
2014,Chris Boyd,76.0,206,4.73,12,35.0,121,4.27,7.02
2014,Corey Brown,71.38,178,4.51,11,33.0,115,4.22,7.16
2014,John Brown,70.0,179,4.34,8,36.5,117,4.12,6.91
2014,Martavis Bryant,75.75,211,4.42,16,39.0,123,4.15,7.18
2014,Isaiah Burse,70.38,188,4.58,16,31.0,114,3.94,6.74
2014,Trey Burton,74.13,224,4.62,17,30.0,111,4.32,7.14
2014,Michael Campanaro,69.38,192,4.46,20,39.0,122,4.01,6.77
2014,Brandon Coleman,78.0,225,4.56,21,32.5,121,4.51,7.33
2014,Kain Colter,70.5,198,4.71,11,35.0,120,4.2,6.68
2014,Brandin Cooks,69.75,189,4.33,16,36.0,120,3.81,6.76
2014,Damian Copeland,71.0,184,4.5,12,40.0,120,3.9,6.53
2014,Mike Davis,72.0,197,4.52,10,34.0,116,4.18,7.0
2014,Bruce Ellington,69.38,197,4.45,15,39.5,120,3.95,6.69
2014,Quincy Enunwa,74.0,225,4.41,19,35.0,121,4.26,7.04
2014,Mike Evans,76.75,231,4.53,12,37.0,120,4.26,7.08
2014,Shaquelle Evans,73.25,213,4.51,13,34.5,122,4.21,7.07
2014,Bennie Fowler,73.25,217,4.52,18,36.0,125,4.18,7.06
2014,Austin Franklin,70.63,189,4.56,7,36.0,123,4.33,7.07
2014,Jeremy Gallon,67.5,185,4.49,15,39.5,130,4.26,7.07
2014,Ryan Grant,72.38,199,4.64,8,35.5,117,4.11,6.68
2014,Matt Hazel,73.0,198,4.5,15,36.5,116,4.2,7.08
2014,Robert Herron,69.13,193,4.48,18,35.5,124,4.27,6.84
2014,Cody Hoffman,75.88,223,4.65,13,27.5,108,4.2,6.89
2014,Josh Huff,71.25,206,4.51,14,35.5,115,4.12,6.96
2014,Allen Hurns,73.25,198,4.55,14,31.0,120,4.5,7.23
2014,Jeff Janis,74.88,219,4.42,20,37.5,123,3.98,6.64
2014,T.J. Jones,71.63,188,4.48,12,33.0,117,4.27,6.82
2014,Jarvis Landry,71.5,205,4.65,12,28.5,110,4.59,7.56
2014,Cody Latimer,74.5,215,4.52,23,39.0,121,4.28,7.05
2014,Marqise Lee,71.75,192,4.52,11,38.0,126,4.01,6.96
2014,Marcus Lucas,75.75,218,4.6,20,36.0,123,4.25,7.07
2014,Jordan Matthews,75.13,212,4.46,21,35.5,120,4.18,6.95
2014,Donte Moncrief,74.38,221,4.4,13,39.5,132,4.3,7.02
2014,Kevin Norwood,74.0,198,4.48,8,33.0,121,4.32,6.68
2014,Walter Powell,71.38,189,4.63,10,31.5,120,4.23,6.7
2014,Tevin Reese,70.5,163,4.46,9,41.0,132,4.18,6.63
2014,Paul Richardson,72.38,175,4.4,11,38.0,123,4.23,7.09
2014,Allen Robinson,74.63,220,4.6,16,39.0,126,4.0,7.0
2014,Jalen Saunders,68.88,165,4.44,9,34.0,122,4.34,7.29
2014,Willie Snead,71.0,195,4.62,11,33.5,112,4.39,7.19
2014,Josh Stewart,69.88,178,4.69,11,35.0,116,4.33,7.1
2014,Devin Street,74.88,198,4.55,13,37.0,123,4.01,6.89
2014,L'Damian Washington,75.88,195,4.46,8,32.0,114,4.35,7.19
2014,Sammy Watkins,72.75,211,4.43,16,34.0,125,4.34,6.95
2014,Albert Wilson,69.38,202,4.43,10,37.5,123,4.21,7.0
2013,Keenan Allen,74.0,206,4.54,14,35.0,121,4.27,7.02
2013,Tavon Austin,68.5,174,4.34,14,32.0,120,4.01,6.99
2013,Stedman Bailey,70.25,193,4.52,11,34.5,117,4.09,6.81
2013,Alan Bonner,70.25,193,4.59,14,33.0,117,4.15,7.04
2013,Josh Boyce,71.13,206,4.38,22,34.0,131,4.1,6.68
2013,Justin Brown,75.13,207,4.6,8,30.5,117,4.31,6.96
2013,Marlon Brown,75.88,213,4.55,10,35.5,121,4.28,7.05
2013,Brice Butler,75.25,214,4.37,16,39.0,129,4.4,6.7
2013,Jasper Collins,70.25,180,4.47,12,34.5,121,4.07,6.85
2013,Aaron Dobson,74.75,210,4.37,16,35.0,121,4.33,7.19
2013,Kevin Dorsey,73.38,207,4.47,17,38.0,130,4.28,7.08
2013,Corey Fuller,74.25,204,4.43,12,31.5,120,4.48,7.17
2013,Tyrone Goard,75.75,205,4.5,10,36.0,123,4.39,6.9
2013,Marquise Goodwin,68.88,183,4.27,13,42.0,132,4.09,6.66
2013,Cobi Hamilton,73.75,212,4.56,11,29.5,107,4.31,7.09
2013,Mark Harrison,74.88,231,4.46,17,38.5,129,4.33,6.99
2013,DeAndre Hopkins,73.0,214,4.57,15,36.0,115,4.5,6.83
2013,Justin Hunter,76.0,196,4.44,13,39.5,136,4.33,7.19
2013,Charles Johnson,74.0,215,4.39,14,39.5,133,4.31,7.04
2013,Darius Johnson,69.0,179,4.6,6,32.0,109,4.53,7.29
2013,Brandon Kaufman,77.0,216,4.67,9,33.5,115,4.44,7.11
2013,Tavarres King,72.25,189,4.47,11,36.5,123,4.33,6.91
2013,Alec Lemon,73.25,202,4.59,7,32.0,112,4.29,7.04
2013,Aaron Mellette,74.38,217,4.54,9,33.5,123,4.41,7.11
2013,T.J. Moe,71.5,204,4.74,26,36.0,120,3.96,6.53
2013,Cordarrelle Patterson,73.88,216,4.42,16,37.0,128,4.4,7.28
2013,Quinton Patton,72.0,204,4.53,8,33.0,118,4.01,6.91
