year,name,height_in,weight_lbs,40,bench,vertical,broad_jump,shuttle,3_cone
2013,Denard Robinson,70.5,199,4.43,13,36.5,123,4.22,7.09
2013,DaRick Rogers,74.5,217,4.52,10,39.5,132,4.06,6.71
2013,Zach Rogers,72.13,182,4.46,13,32.0,115,4.22,6.76
2013,Lanear Sampson,71.13,204,4.46,20,33.5,119,4.38,7.1
2013,Ace Sanders,67.0,173,4.58,7,32.0,117,4.37,6.81
2013,Mike Smith,72.0,197,4.59,10,33.0,118,4.37,7.03
2013,Rodney Smith,76.38,225,4.51,17,34.5,120,4.07,7.03
2013,Ryan Spadola,73.25,204,4.48,15,33.5,119,4.07,6.72
2013,Kenny Stills,72.5,194,4.38,16,33.5,124,4.35,7.13
2013,Ryan Swope,72.13,205,4.34,16,37.0,125,4.25,6.76
2013,Kenbrell Thompkins,72.63,193,4.54,8,33.5,121,4.21,6.88
2013,Conner Vernon,72.25,196,4.68,13,32.5,125,4.22,6.93
2013,Markus Wheaton,71.0,189,4.45,20,37.0,120,4.02,6.8
2013,Terrance Williams,74.0,208,4.52,11,32.5,119,4.32,7.01
2013,Marquess Wilson,74.63,194,4.51,7,34.5,122,4.33,6.65
2013,Robert Woods,72.38,201,4.51,14,33.5,117,4.47,7.15
2012,Joe Adams,70.63,179,4.51,7,36.0,123,4.18,7.09
2012,Tim Benford,71.25,205,4.51,15,33.0,121,4.35,7.3
2012,Travis Benjamin,69.88,172,4.31,14,38.0,119,4.17,6.96
2012,Justin Blackmon,72.88,207,4.48,14,35.0,123,4.38,7.13
2012,Jarrett Boykin,73.75,217,4.62,11,36.0,123,4.28,7.12
2012,LaVon Brazill,70.63,192,4.43,11,32.5,118,4.37,7.0
2012,Ryan Broyles,70.13,192,4.57,21,35.0,120,4.24,7.0
2012,Brandon Carswell,73.0,201,4.47,18,34.0,112,4.22,7.04
2012,Greg Childs,75.13,219,4.52,19,36.5,125,4.09,6.9
2012,Toney Clemons,74.13,210,4.4,11,36.0,128,4.33,6.93
2012,Danny Coale,71.88,201,4.42,12,35.0,115,4.15,6.69
2012,Josh Cooper,70.63,190,4.65,11,31.5,115,4.35,7.12
2012,Juron Criner,74.5,224,4.66,17,38.0,117,4.3,7.15
2012,B.J. Cunningham,73.38,211,4.52,12,31.5,116,4.31,7.1
2012,Jeremy Ebert,70.75,200,4.38,16,33.0,112,4.15,6.7
2012,Patrick Edwards,69.25,172,4.58,5,33.5,118,4.2,7.12
2012,Michael Floyd,74.63,220,4.4,16,36.5,122,4.37,7.11
2012,Jeff Fuller,76.13,223,4.58,17,32.0,120,4.42,7.09
2012,Chris Givens,71.13,198,4.35,19,33.5,118,4.23,6.97
2012,T.J. Graham,71.38,188,4.34,8,33.5,120,4.18,6.77
2012,Darius Hanks,71.63,184,4.52,11,34.0,117,4.28,6.87
2012,Junior Hemingway,72.88,225,4.48,21,35.5,124,3.98,6.59
2012,Stephen Hill,76.0,215,4.28,14,39.5,133,4.48,6.88
2012,T.Y. Hilton,69.5,183,4.37,7,35.5,119,4.36,7.03
2012,Jerrell Jackson,72.25,196,4.5,22,41.0,127,4.11,6.82
2012,Alshon Jeffery,74.88,216,4.48,16,36.5,122,4.17,6.71
2012,A.J. Jenkins,72.25,190,4.37,12,38.5,124,4.12,6.73
2012,Dwight Jones,75.25,230,4.51,14,33.0,109,4.26,7.04
2012,Marvin Jones,73.88,199,4.46,22,33.0,112,4.11,6.81
2012,Jermaine Kearse,72.88,209,4.5,14,34.0,119,4.12,7.03
2012,Keshawn Martin,71.5,188,4.42,13,39.5,122,4.13,6.85
2012,Rishard Matthews,72.38,217,4.54,20,36.0,123,4.19,6.88
2012,Marquis Maze,68.13,186,4.51,12,33.5,112,4.33,6.9
2012,Marvin McNutt,74.75,216,4.48,16,37.0,122,4.07,7.15
2012,Kashif Moore,69.0,180,4.36,19,43.5,126,4.05,6.82
2012,Derek Moye,76.25,209,4.46,10,33.5,115,4.23,6.96
2012,Chris Owusu,72.13,196,4.31,19,40.5,129,4.11,6.85
2012,Eric Page,68.88,186,4.5,15,30.0,112,3.98,6.95
2012,DeVier Posey,73.63,211,4.39,14,36.5,123,4.15,7.03
2012,Brian Quick,75.5,220,4.5,15,34.0,119,4.23,7.1
2012,Rueben Randle,74.88,210,4.55,15,31.0,121,4.36,6.99
2012,Gerell Robinson,75.13,227,4.54,17,35.5,113,4.15,7.1
2012,James Rodgers,66.75,184,4.61,19,37.0,115,4.23,6.93
2012,Mohamed Sanu,73.5,211,4.62,19,36.0,126,4.22,6.88
2012,Tommy Streeter,76.88,219,4.37,17,33.0,125,4.36,7.08
2012,Julian Talley,72.88,190,4.57,14,41.5,128,4.09,6.65
2012,Nick Toon,73.88,215,4.49,18,37.5,130,4.28,7.05
2012,Jordan White,71.75,208,4.63,14,35.0,119,4.13,6.84
2012,Jarius Wright,69.63,182,4.39,11,38.0,120,4.03,6.93
2012,Kendall Wright,70.25,196,4.49,4,38.5,121,4.18,6.93
2012,Devon Wylie,69.25,187,4.36,17,39.0,123,4.16,6.82
2011,Darvin Adams,74.13,190,4.56,12,35.0,117,4.33,6.98
2011,Jon Baldwin,76.38,228,4.49,20,42.0,129,4.34,7.07
2011,Armon Binns,75.0,209,4.5,13,31.5,118,4.31,6.86
2011,DeAndre Brown,77.63,233,4.59,20,29.0,117,4.33,6.93
2011,Vincent Brown,71.25,187,4.68,12,33.5,121,4.25,6.64
2011,Stephen Burton,73.38,221,4.5,19,34.5,117,4.31,7.04
2011,Randall Cobb,70.25,191,4.46,16,33.5,115,4.34,7.08
2011,Mark Dell,72.25,193,4.54,14,33.0,117,4.15,6.89
2011,Tandon Doss,74.0,201,4.56,14,33.5,116,4.22,6.91
2011,Kris Durham,77.25,216,4.46,17,36.0,121,4.41,6.89
2011,Edmond Gates,71.75,192,4.49,16,40.0,131,4.17,6.87
2011,A.J. Green,75.63,211,4.48,18,34.5,126,4.21,6.91
2011,Tori Gurley,76.13,216,4.53,15,33.5,118,4.25,7.05
2011,Jamel Hamler,73.0,193,4.68,4,32.0,112,4.18,7.16
2011,Leonard Hankerson,73.5,209,4.4,14,36.0,117,4.21,6.94
2011,Dwayne Harris,70.38,203,4.53,10,34.0,111,4.21,6.77
2011,Andre Holmes,76.38,210,4.51,11,35.0,130,4.31,6.69
2011,Lestar Jean,75.0,215,4.61,14,37.5,113,4.43,7.45
2011,Jerrel Jernigan,68.88,185,4.46,11,37.5,117,4.25,7.07
2011,Ronald Johnson,71.25,199,4.46,16,37.5,124,4.28,6.64
2011,Julio Jones,74.75,220,4.34,17,38.5,135,4.25,6.66
2011,Jeremy Kerley,69.5,189,4.56,16,34.5,120,3.99,6.7
2011,Greg Little,74.5,231,4.51,27,40.5,129,4.21,6.8
2011,Ricardo Lockette,74.13,211,4.34,22,35.5,127,4.19,7.15
2011,Jeff Maehl,72.88,190,4.56,8,33.5,115,3.94,6.42
2011,Scotty McKnight,70.5,182,4.5,13,34.0,128,4.07,6.68
2011,Denarius Moore,71.63,194,4.43,13,36.0,118,4.15,6.78
2011,Joseph Morgan,72.5,189,4.48,10,35.5,123,4.25,6.91
2011,Orenthal Murdock,70.5,197,4.59,15,34.5,116,4.37,7.0
2011,Jamar Newsome,72.5,200,4.56,13,38.5,129,4.22,6.83
2011,Niles Paul,72.88,224,4.45,24,34.5,117,4.14,6.9
2011,Austin Pettis,74.63,209,4.56,14,33.5,120,3.88,6.68
2011,Kealoha Pilares,69.88,199,4.56,19,40.5,125,4.11,6.85
2011,Aldrick Robinson,69.63,184,4.35,17,40.0,126,4.09,6.65
2011,Greg Salas,73.13,210,4.53,15,37.0,120,4.1,6.65
2011,DeMarco Sampson,74.0,204,4.69,14,35.5,120,4.26,6.93
2011,Jock Sanders,66.13,181,4.5,19,34.5,121,4.13,6.78
2011,Dane Sanzenbacher,71.38,182,4.56,12,33.5,118,3.97,6.46
2011,Cecil Shorts,71.75,205,4.58,21,34.5,114,4.07,6.5
2011,Keith Smith,74.25,214,4.55,16,35.5,121,4.28,7.05
2011,Torrey Smith,72.88,204,4.41,19,41.0,126,4.13,6.72
2011,Owen Spencer,73.88,195,4.51,6,37.5,125,4.18,6.86
2011,Terrence Toliver,75.5,212,4.62,16,32.0,122,4.03,6.48
2011,Terrance Turner,73.75,220,4.66,16,41.0,128,4.15,6.77
2011,Ryan Whalen,73.13,202,4.53,18,38.5,123,4.09,6.67
2011,Marshall Williams,72.75,188,4.56,9,35.5,123,4.09,6.61
2011,Jimmy Young,72.0,204,4.5,19,37.0,115,4.18,7.08
2011,Titus Young,71.38,174,4.43,11,35.0,123,4.3,6.85
2010,Seyi Ajirotutu,75.38,204,4.6,14,36.0,115,4.39,7.22
2010,Danario Alexander,76.63,215,4.55,16,35.5,121,4.28,7.05
2010,Alric Arnett,73.75,188,4.52,12,40.0,122,4.43,7.03
2010,Terrence Austin,69.63,165,4.52,15,35.5,123,4.28,7.16
2010,Brandon Banks,66.75,149,4.43,3,31.0,113,4.29,6.88
2010,Freddie Barnes,72.0,215,4.67,12,30.5,107,4.55,7.16
2010,Chris Bell,74.13,211,4.5,15,35.0,117,4.35,6.76
2010,Arrelious Benn,73.0,219,4.57,20,37.0,118,4.32,6.78
2010,Nyan Boateng,73.0,204,4.75,14,36.0,112,4.69,7.35
2010,Dezmon Briscoe,74.0,207,4.66,9,33.0,115,4.57,7.1
2010,Antonio Brown,70.13,186,4.56,13,33.5,105,4.18,6.98
2010,Dez Bryant,74.0,225,4.52,14,38.0,133,4.46,7.1
2010,Chris Carter,71.38,191,4.54,12,35.0,120,4.24,7.0
2010,Riley Cooper,75.38,222,4.53,17,33.0,114,4.15,6.73
2010,Eric Decker,75.13,217,4.54,15,35.5,121,4.28,7.05
2010,Marcus Easley,74.75,210,4.39,16,34.0,123,4.6,6.94
2010,Armanti Edwards,70.88,187,4.41,13,34.5,123,4.19,6.74
2010,Jacoby Ford,68.88,186,4.22,15,33.5,115,4.44,7.0
2010,David Gettis,75.0,217,4.43,15,34.5,124,4.41,6.94
2010,Mardy Gilyard,71.88,187,4.61,12,39.0,116,4.4,6.92
2010,Shay Hodge,73.25,209,4.62,11,33.5,117,4.32,6.9
2010,Trindon Holliday,65.25,166,4.21,10,42.0,116,4.48,6.54
2010,Donald Jones,72.38,214,4.46,20,41.0,119,4.2,6.9
2010,Kevin Jurovich,70.63,182,4.49,14,37.5,122,4.2,6.99
2010,Brandon LaFell,74.5,211,4.58,11,36.0,115,4.23,6.81
2010,Scott Long,74.13,216,4.46,20,41.5,123,4.09,6.45
2010,Marc Mariani,72.88,190,4.48,11,36.5,123,4.23,6.83
2010,Dexter McCluster,68.75,172,4.53,20,37.5,118,4.06,6.73
2010,Chris McGaha,72.88,201,4.52,19,40.0,122,4.21,6.75
2010,Kerry Meier,74.13,224,4.62,13,35.0,115,4.23,6.56
2010,Carlton Mitchell,74.88,215,4.46,16,36.0,122,4.55,6.96
2010,Chris Mitchell,71.75,189,4.45,12,37.5,119,4.35,6.92
2010,Preston Parker,71.25,199,4.66,16,35.0,117,4.16,6.92
2010,Jared Perry,72.75,178,4.51,11,33.5,121,4.39,6.75
2010,Taylor Price,72.38,204,4.4,16,37.0,114,4.34,6.82
2010,David Reed,72.13,191,4.56,15,37.0,114,4.38,6.95
2010,Andre Roberts,70.88,195,4.4,15,36.0,120,4.15,6.77
2010,Emmanuel Sanders,70.88,186,4.4,12,39.5,126,4.1,6.64
2010,Jordan Shipley,71.25,193,4.6,16,36.5,116,4.22,6.92
2010,Juamorris Stewart,72.88,201,4.59,5,37.0,116,4.38,7.08
2010,Golden Tate,70.25,199,4.42,17,35.0,120,4.34,7.12
2010,Demaryius Thomas,75.25,224,4.55,17,35.0,121,4.26,7.04
2010,Tim Toone,70.25,185,4.42,13,36.0,120,4.26,6.75
2010,Verran Tucker,73.63,200,4.65,6,36.5,121,4.09,6.87
2010,Roberto Wallace,75.88,223,4.48,19,36.5,123,4.12,6.8
2010,Joe Webb,74.75,223,4.44,21,42.5,137,4.04,6.71
2010,Chastin West,72.38,212,4.61,15,33.5,113,4.42,7.12
2010,Blair White,74.25,209,4.49,18,33.5,115,4.03,6.69
2010,Damian Williams,72.63,197,4.52,19,38.0,118,4.24,6.79
2010,Jeremy Williams,72.13,206,4.59,14,36.0,117,4.31,6.73
2010,Kyle Williams,70.0,188,4.4,11,33.0,118,4.19,7.0
2010,Stephen Williams,76.5,210,4.5,15,36.5,125,4.11,6.81
2010,Ryan Wolfe,73.0,205,4.54,13,33.5,118,4.27,7.02
2009,Ramses Barden,78.0,229,4.55,17,33.5,118,4.26,7.1
2009,Kenny Britt,74.88,218,4.49,23,37.0,124,4.47,7.05
2009,Freddie Brown,74.63,215,4.57,16,36.0,113,4.24,6.85
2009,Deon Butler,70.38,182,4.31,12,34.5,118,4.48,7.01
2009,Demetrius Byrd,72.25,196,4.35,13,31.5,117,4.52,7.08
2009,Jeremy Childs,71.63,200,4.62,13,33.5,115,4.26,6.9
2009,Austin Collie,72.88,200,4.56,17,34.0,120,4.24,6.78
2009,Quan Cosby,68.63,196,4.5,28,34.5,120,4.47,7.28
2009,Michael Crabtree,73.38,215,4.55,16,35.5,121,4.28,7.05
2009,Jarett Dillard,70.25,191,4.52,13,42.5,129,4.41,7.1
2009,Julian Edelman,70.38,195,4.52,14,36.5,123,3.92,6.62
2009,Dominique Edison,74.13,204,4.43,14,37.0,120,4.18,7.09
2009,Brooks Foster,72.5,201,4.45,27,35.0,121,4.27,7.02
2009,Brandon Gibson,72.38,210,4.59,10,34.0,113,4.54,6.94
2009,Brian Hartline,73.63,195,4.52,13,34.5,120,4.12,6.65
2009,Percy Harvin,71.13,192,4.39,19,37.5,121,4.24,7.0
2009,Darrius Heyward-Bey,73.63,210,4.25,16,38.5,126,4.18,6.8
2009,Juaquin Iglesias,72.88,210,4.44,14,34.5,116,4.4,7.22
2009,Manuel Johnson,70.88,189,4.54,12,34.5,119,4.23,6.99
2009,Taurus Johnson,72.25,206,4.49,18,35.5,121,4.24,7.37
2009,Aaron Kelly,76.5,204,4.49,11,38.0,119,4.45,7.25
2009,Derek Kinder,72.13,202,4.54,12,36.5,109,4.1,6.64
2009,Johnny Knox,71.5,185,4.29,12,35.0,122,4.15,6.81
2009,Quinten Lawrence,71.63,184,4.4,20,34.5,119,4.23,6.99
2009,Jeremy Maclin,72.13,198,4.45,13,35.5,120,4.25,7.06
2009,Brennan Marion,71.38,187,4.54,12,34.5,119,4.23,6.99
2009,Mohamed Massaquoi,73.5,210,4.6,14,36.5,127,4.15,7.07
2009,Kenny McKinley,72.38,189,4.37,12,37.0,113,4.1,6.96
2009,Andrew Means,72.63,214,4.46,12,34.5,116,4.21,6.85
2009,Marko Mitchell,75.63,218,4.43,9,32.0,116,4.33,7.04
2009,Louis Murphy,74.38,203,4.32,12,35.0,121,4.45,6.95
2009,Hakeem Nicks,72.75,212,4.51,16,36.0,121,4.43,6.96
2009,Jordan Norwood,70.88,179,4.62,11,38.0,119,4.2,6.8
2009,Kevin Ogletree,72.5,196,4.36,13,36.0,122,4.08,6.67
2009,Greg Orton,74.63,207,4.75,22,38.0,125,4.33,6.9
2009,Darius Passmore,72.38,188,4.51,12,33.5,111,4.37,6.53
2009,David Richmond,73.75,197,4.66,13,36.5,120,4.42,7.0
2009,Brian Robiskie,74.88,209,4.46,14,37.5,121,4.19,6.72
2009,Jamarko Simmons,73.75,231,4.5,19,33.0,119,4.39,7.09
2009,Sammie Stroughter,69.38,189,4.54,13,30.0,110,4.28,7.03
2009,Nate Swift,73.38,203,4.7,12,35.5,110,4.24,6.78
2009,Brandon Tate,71.88,183,4.54,12,34.5,119,4.23,6.99
2009,Patrick Turner,77.13,223,4.59,21,34.5,113,4.2,7.04
2009,Tiquan Underwood,73.13,184,4.31,7,41.5,129,4.11,6.62
2009,Mike Wallace,72.38,199,4.28,14,40.0,129,4.27,6.9
2009,Derrick Williams,71.5,194,4.65,15,33.0,115,4.21,6.96
2009,Jaison Williams,76.13,237,4.63,14,35.5,118,4.56,7.37
2008,Jake Allen,75.63,190,4.54,12,34.5,119,4.23,6.99
2008,Danny Amendola,70.5,183,4.7,13,27.5,103,4.25,6.81
2008,Adrian Arrington,74.88,203,4.55,14,36.0,121,4.27,7.02
2008,Donnie Avery,71.0,192,4.46,16,35.0,120,4.24,7.0
2008,Earl Bennett,71.5,209,4.52,15,26.0,110,4.22,7.15
2008,Davone Bess,69.88,194,4.77,12,31.5,118,4.27,6.97
2008,Todd Blythe,76.88,214,4.69,13,31.5,118,4.23,6.92
2008,Adarius Bowman,74.88,223,4.77,14,33.5,121,4.26,7.04
2008,Mark Bradford,72.75,211,4.75,19,36.5,120,4.47,7.12
2008,Brandon Breazell,71.63,160,4.47,5,30.5,115,4.29,6.97
2008,Travis Brown,74.13,202,4.64,13,30.0,120,4.38,7.18
2008,Dorien Bryant,69.75,174,4.55,11,34.0,119,4.24,6.88
2008,Keenan Burton,72.5,201,4.48,10,38.5,125,4.2,6.77
2008,Andre Caldwell,72.25,204,4.39,14,33.0,124,4.11,6.75
2008,Early Doucet,72.13,209,4.59,14,34.5,114,4.55,7.34
2008,Harry Douglas,71.25,176,4.57,11,31.0,120,4.12,6.57
2008,Will Franklin,72.5,214,4.39,16,34.5,121,4.28,7.05
2008,Pierre Garcon,71.88,210,4.44,20,36.5,125,4.19,6.9
2008,Ryan Grice-Mullen,70.0,187,4.57,17,27.5,118,4.16,6.91
2008,D.J. Hall,73.88,193,4.62,13,29.5,122,4.24,7.0
2008,James Hardy,77.38,217,4.53,18,31.5,125,4.2,6.84
2008,Justin Harper,75.5,213,4.62,16,28.5,120,4.43,7.03
2008,Lavelle Hawkins,71.0,187,4.58,14,33.5,117,4.24,6.95
2008,Marcus Henry,75.63,207,4.59,14,31.5,126,4.3,7.08
2008,Paul Hubbard,74.75,221,4.59,15,29.5,126,4.26,6.93
2008,DeSean Jackson,69.75,169,4.4,9,34.5,120,4.19,6.82
2008,Dexter Jackson,69.5,182,4.37,12,29.5,122,4.38,6.81
2008,Jaymar Johnson,71.13,177,4.53,14,32.0,118,4.18,6.75
2008,Steve Johnson,73.88,210,4.59,16,32.5,121,4.26,7.07
2008,Jason Jones,73.0,180,4.47,9,34.0,123,4.2,6.81
2008,Malcolm Kelly,75.75,224,4.68,17,32.0,117,4.24,7.0
2008,Mario Manningham,71.75,181,4.62,16,32.0,117,4.27,7.34
2008,Shaheer McBride,73.5,205,4.68,14,29.0,112,4.48,7.12
2008,Marcus Monk,76.25,222,4.61,9,34.5,119,4.3,7.08
2008,Kenneth Moore,70.75,195,4.51,13,28.0,120,4.3,7.09
2008,Jordy Nelson,74.63,217,4.55,16,31.0,123,4.35,7.03
2008,Brian Paysinger,73.63,206,4.54,14,35.0,121,4.27,7.02
2008,Maurice Purify,75.13,224,4.55,17,28.5,117,4.29,6.95
2008,Darius Reynaud,69.25,201,4.52,20,34.5,130,4.32,6.88
2008,Jason Rivers,73.25,200,4.62,8,30.0,118,4.32,7.03
2008,Kevin Robinson,71.5,202,4.75,14,27.5,115,4.77,7.31
2008,Eddie Royal,69.63,184,4.46,24,36.0,124,4.34,7.07
2008,Chaz Schilens,75.88,208,4.38,14,43.0,123,4.25,6.84
2008,Arman Shields,72.75,194,4.4,19,37.5,128,3.96,6.67
2008,Jerome Simpson,73.75,199,4.44,13,37.5,136,4.52,7.08
2008,Marcus Smith,73.38,221,4.59,20,26.5,111,4.42,7.1
2008,Devin Thomas,73.88,216,4.43,16,28.0,126,4.26,7.15
2008,Mario Urrutia,77.38,232,4.63,16,30.0,115,4.44,7.07
2007,Aundrae Allison,72.25,198,4.42,13,37.0,127,4.25,6.81
2007,Dallas Baker,75.13,208,4.59,14,36.0,129,4.19,6.69
2007,David Ball,72.88,196,4.7,13,33.0,120,4.21,6.94
2007,Reggie Ball,70.63,203,4.82,15,30.0,112,4.19,6.9
2007,Dwayne Bowe,74.25,221,4.58,17,33.0,125,4.35,6.81
2007,Steve Breaston,72.38,193,4.48,13,33.0,124,4.29,6.9
2007,John Broussard,72.63,200,4.38,12,40.0,128,4.09,7.0
2007,David Clowney,72.25,188,4.39,12,32.5,123,4.15,7.0
2007,Jemalle Cornelius,70.75,184,4.59,12,34.5,123,4.3,6.99
2007,Chris Davis,70.25,181,4.51,15,35.5,115,4.14,6.66
2007,Aaron Fairooz,77.75,209,4.52,14,36.0,125,4.27,6.89
2007,Yamon Figurs,71.25,174,4.34,11,32.5,123,4.21,6.85
2007,Joel Filani,74.13,211,4.55,17,32.5,117,4.28,7.05
2007,Anthony Gonzalez,72.0,193,4.46,16,38.0,123,4.08,6.54
2007,Roy Hall,74.0,229,4.41,19,37.5,123,4.13,6.65
2007,Jarrett Hicks,74.88,210,4.7,14,34.5,120,4.27,7.02
2007,JohnnieLee Higgins,71.38,186,4.49,12,36.5,122,4.32,6.62
2007,Jason Hill,72.5,204,4.35,14,37.0,123,4.22,7.02
2007,Jonathan Holland,71.75,191,4.48,15,35.5,120,4.4,7.12
2007,Drisan James,72.0,193,4.58,14,39.0,129,4.39,7.09
2007,Dwayne Jarrett,76.0,219,4.62,16,36.5,121,4.2,7.28
2007,Calvin Johnson,77.0,239,4.38,17,42.5,139,4.37,7.08
2007,Jacoby Jones,74.63,210,4.55,14,34.0,129,4.31,7.03
2007,James Jones,72.75,207,4.58,22,34.0,119,4.2,7.06
2007,Onrea Jones,71.13,202,4.6,14,39.0,121,4.28,7.05
2007,Jordan Kent,76.13,217,4.55,16,35.5,121,4.28,7.05
2007,Mike Mason,71.63,190,4.45,12,39.5,129,4.08,6.94
2007,Marquay McDaniel,70.5,205,4.58,19,33.5,114,4.35,7.13
2007,Rhema McKnight,73.25,211,4.53,16,34.0,118,4.16,6.84
2007,Robert Meachem,74.0,214,4.4,16,37.5,121,4.31,6.97
2007,Ryan Moore,74.25,217,4.56,16,32.0,110,4.35,6.87
2007,Legedu Naanee,74.25,225,4.44,19,40.0,119,4.2,6.73
2007,Syvelle Newton,72.75,218,4.67,20,35.5,121,4.47,7.44
2007,Jerard Rabb,74.38,201,4.6,14,36.5,125,4.19,6.99
2007,Sidney Rice,75.5,200,4.53,13,39.5,119,4.34,7.09
2007,Laurent Robinson,74.0,199,4.44,19,39.0,127,4.28,6.83
2007,Ryne Robinson,69.13,179,4.5,11,35.0,123,4.21,6.71
2007,Bret Smith,74.13,173,4.55,9,34.5,121,4.53,6.99
2007,Steve Smith,71.75,197,4.45,13,38.0,120,4.19,6.68
2007,Derek Stanley,69.75,175,4.55,11,34.0,118,4.22,6.99
2007,Syndric Steptoe,68.63,194,4.61,17,33.0,124,4.17,7.05
2007,Chansi Stuckey,70.63,197,4.58,13,35.0,120,4.14,6.91
2007,Jayson Swain,72.38,212,4.64,16,33.0,121,4.28,7.05
2007,Courtney Taylor,73.75,204,4.52,14,36.0,122,4.28,7.22
2007,Matt Trannon,78.0,216,4.59,13,36.5,118,4.34,7.09
2007,Mike Walker,73.8,209,4.4,18,36.5,121,4.39,6.92
2007,Chandler Williams,70.75,184,4.46,12,32.5,123,4.29,6.99
2007,Paul Williams,73.25,205,4.49,14,38.5,125,4.24,7.03
2007,D'Juan Woods,72.5,208,4.62,14,36.5,120,4.34,6.89
2006,David Anderson,70.5,192,4.6,13,34.0,116,4.2,6.88
2006,Devin Aromashodu,74.5,201,4.4,14,39.0,120,4.16,7.04
2006,Miles Austin,74.13,215,4.5,21,40.5,123,4.14,7.09
2006,Hank Baskett,74.88,224,4.52,17,35.0,119,4.17,6.79
2006,Damarius Bilbo,73.88,214,4.73,19,36.5,115,4.18,6.9
2006,Jeremy Bloom,69.0,173,4.52,11,34.0,118,4.22,6.99
2006,Jovon Bouknight,73.38,195,4.73,13,34.0,120,4.03,6.93
2006,Jason Carter,71.63,211,4.62,16,33.0,116,4.21,6.89
2006,Marques Colston,76.63,224,4.54,16,37.0,123,4.43,6.94
2006,Chris Denney,75.0,224,4.66,13,33.0,110,4.33,7.02
2006,Skyler Green,69.13,192,4.52,13,34.0,118,4.2,6.84
2006,Derek Hagan,73.75,208,4.45,15,36.0,124,4.07,7.02
2006,Chris Hannon,75.25,205,4.5,14,34.5,122,4.29,7.24
2006,Mike Hass,72.63,208,4.64,14,32.0,116,4.14,6.97
2006,Devin Hester,70.63,190,4.46,16,38.0,124,4.23,6.99
2006,Ed Hinkel,72.25,190,4.55,12,34.0,116,4.1,6.97
2006,Domenik Hixon,74.13,192,4.39,13,35.0,120,4.24,7.0
2006,Santonio Holmes,70.63,188,4.35,12,38.0,126,4.26,6.82
2006,Chad Jackson,72.88,213,4.35,16,38.5,122,3.97,6.73
2006,Adam Jennings,69.13,181,4.46,12,37.5,118,4.12,6.88
2006,Greg Jennings,71.13,197,4.47,13,36.5,117,4.16,6.68
2006,Greg Lee,73.63,201,4.6,14,35.5,114,4.09,6.8
2006,Brandon Marshall,76.5,229,4.54,28,37.0,120,4.09,7.05
2006,Anthony Mix,76.25,235,4.5,17,31.5,111,4.43,7.18
2006,Tres Moses,69.13,192,4.54,13,35.0,120,4.24,7.0
2006,Sinorice Moss,68.0,185,4.4,12,34.5,119,4.23,6.99
2006,Martin Nance,76.25,213,4.58,16,33.5,112,4.08,6.91
2006,Ben Obomanu,73.0,205,4.45,14,38.0,116,4.21,7.18
2006,Jonathan Orr,74.13,198,4.47,13,35.5,119,4.16,7.31
2006,Willie Reid,70.5,188,4.41,12,37.5,117,4.26,7.06
2006,Cory Rodgers,71.88,188,4.66,12,33.5,110,4.19,7.37
2006,Richie Ross,75.88,209,4.64,14,37.0,120,4.29,6.95
2006,Brad Smith,74.13,213,4.51,16,39.5,128,4.33,7.0
2006,Clinton Solomon,74.75,214,4.6,16,33.0,114,4.46,7.17
2006,Maurice Stovall,76.38,217,4.59,16,35.0,122,4.14,6.81
2006,Delanie Walker,73.25,240,4.55,17,36.5,118,4.6,7.23
2006,Todd Watkins,74.38,202,4.43,15,36.0,118,4.24,7.13
2006,Jeff Webb,74.13,211,4.43,16,37.0,126,4.08,6.81
2006,Demetrius Williams,73.75,197,4.54,13,38.0,127,4.08,6.84
2006,Travis Wilson,74.0,214,4.53,16,36.5,120,3.99,6.7
2005,Larry Brackins,76.38,205,4.65,14,35.0,108,4.44,7.16
2005,Mark Bradley,73.38,201,4.43,14,39.5,128,3.98,6.96
2005,Craig Bragg,72.63,196,4.46,13,36.0,122,4.24,7.0
2005,Reggie Brown,73.63,196,4.52,13,41.5,128,3.94,6.99
2005,Mark Clayton,70.38,193,4.43,13,36.5,117,4.07,6.95
2005,Airese Currie,70.5,186,4.52,12,38.0,125,4.07,7.05
2005,Josh Davis,72.38,191,4.55,13,37.5,118,4.22,7.19
2005,Braylon Edwards,74.88,211,4.45,22,38.0,121,4.02,6.83
2005,Charles Frederick,70.75,194,4.78,13,33.0,108,4.25,7.41
2005,Fred Gibson,76.0,196,4.57,13,38.5,126,4.1,7.03
2005,Howard Gilmore,72.0,194,4.74,13,36.0,113,4.44,7.56
2005,Reggie Harrell,74.75,214,4.61,16,35.0,111,4.11,7.42
2005,Chris Henry,76.0,197,4.5,13,36.0,120,4.24,7.0
2005,Efrem Hill,72.5,179,4.64,11,37.5,123,4.07,7.42
2005,Vincent Jackson,76.75,241,4.5,23,39.0,129,4.0,7.46
2005,Brandon Jones,73.38,210,4.47,14,37.0,114,4.08,7.03
2005,Chase Lyman,74.63,217,4.51,16,36.5,115,4.28,7.05
2005,Tony Madison,73.5,214,4.52,16,39.0,121,4.31,7.14
2005,Tommy Manus,75.88,222,4.61,17,38.0,120,4.34,7.2
2005,Jerome Mathis,71.25,181,4.26,12,35.5,123,4.23,6.99
2005,Marcus Maxwell,75.25,204,4.45,14,40.5,122,3.91,6.57
